abacus abako
pellucid maliwanag
pelt umatake
pelting paatake
pen panulat
penalise magparusa
penalises nagpaparusa
penalties parusa
penalty parusa
penance pangungumpisal
pence pens
pencil lapis
penciled nakasulat
pencilled nakasulat
pencilling penciling
pencils lapis
pendant palawit
pendants hikaw
pendent nakalawit
pendulous nakalaylay
pendulum palawit
penetrable nalalagusan
penetrate tumagos
penetrated natagos
penetrating mahayap
penetration baon
penetrative nakakatagos
penguins penguin
penicillin penisilin
penis titi
penitence pagsisisi
penitent nagsisisi
penitential penitensiya
penitentiary piitan
penknife lanseta
penned isinulat
pennon bandila
penny sentimos
pennyworth katiting
penology penolohiya
pens panulat
pension pensiyon
pensionary pensiyonado
pensioner pensiyonado
pensions pensiyon
pent nakakulong
Pentateuch Pentatyuk
pentathlon pentatlon
Pentecost Pentekost
penthouse penthaws
penultimate malumay
penurious miserable
penury kahirapan
peon trabahador
peoples mamamayan
pep sigla
pepper paminta
peppercorn paminta
peppermint menta
peptic peptiko
per sa
Peradventure Marahil
perceive maramdaman
perceived pinaghihinalaang
percent porsiyento
percentage persentahe
percentages percentage
perceptibility pagkamahiwatig
perceptible napapansin
perceptions perception
perch dumapo
perchance siguro
perching dapo
percolate tumagos
percolation pagsala
percolator pansala
percuss tambulin
percussion pagtambulin
percussive natatambol
perdue tibay
perennial pangmatagalan
perennially palagian
perfect perpekto
perfected ganap
perfecting pagperpekto
perfidious taksil
perfidy pagtataksil
perforate magbutas
perforation pagbutas
perforce sapilitan
perform gumanap
performance pagganap
performed gumanap
performer tagapalabas
performing pagpapalabas
performs gumaganap
perfume pabango
perfumed pinabanguhan
perfumer tagapagpabango
perfumery pabango
perfumes pabango
perfusion perpyusyon
perhaps marahil
perihelion periheliyon
peril kapanganiban
perilous mapanganib
perils kapanganiban
perineum perineyum
period panahon
periodicity paminsan
periods tagal
peripatetic peripatetik
peripheral paligid
peripherals Peripheral
periphery paligid
periscope periskop
perish masawi
perishable sirain
perished napahamak
perishes naglalaho
perishing nabubulok
peristyle peristayl
peritoneum peritoniyum
periwig peluka
perjurer sinungaling
perk sumigla
perky masigla
perm kulot
permanence pananatili
permanency pananatili
permanent permanente
permanently permanente
permanganate permanganeyt
permeability pagkamatagusin
permeable natatagusan
permeate lumaganap
permeated tiomak
permeation pagtagos
Permian Permyan
permissibility pagkamahintulutin
permissible mapapayagan
permission pahintulot
permissive mapagpahintulot
permissiveness pagkamapahintulot
permit permiso
permitted pinahihintulutan
permitting pagpapahintulot
permittivity mapahintulot
permutation permutasyon
permutations pagbabagong
pernicious nakapipinsala
peroxide peroksayd
perpendicular patayo
perpendicularly paperpendikular
perpetrate isakatuparan
perpetrated kagagawan
perpetration pagsasagawa
perpetuation pagpapanatili
perpetuity pamalagian
perplexed naguguluhan
perplexedly naguguluhan
perry peri
persecute usigin
persecuted inuusig
persecutor tagausig
perseverance tiyaga
persevere magtiyaga
persevered nagsumikap
persevering matiyaga
persian Persyano
persist magpumilit
persistence pagtitiyaga
persistently patuloy
persisting Patuloy
persists nagpatuloy
person tao
persona katauhan
personalisation personalization
personalise isapersonal
personalised isinapersonal
personalities personalidad
personality pagkatao
personally personal
personified katauhan
perspective perspektibo
perspicuity kalinawan
perspiration pagpapawis
perspire pawisan
perspiring pinagpapawisan
persuade manghimok
persuaded hikayat
persuader tagpaghikayat
persuading hikayat
persuasiveness pagkamahikayatin
pertained nauukol
pertaining nauukol
pertinacious naninindigan
pertinacity pagmamatigas
pertinence kaangkupan
perturb matigatig
perturbation tigatig
perturbed ligalig
perusal pagbasa
pervade lumaganap
pervasive malaganap
perversion kabuktutan
perverting pagaalis
peso piso
pessimism pesimismo
pessimist pesimista
pessimistic matatakuun
pest maninira
pester manggulo
pesticide pestisidyo
pesticides pestisidyo
pestilence salot
pestilent nakakapeste
pestle halo
pests peste
pet palayawin
petal talulot
petard pasabog
petiole tangkay
petioles tangkay
petite maliit
petition petisyon
petitioned nagpetisyon
petitioner mampepetisyon
petrol gasolina
petroleum petrolyo
petticoat kamison
petty maliit
pew bangko
pewter pyuter
phantasm malikmata
phantasmagoria kinikita
phantasy pantasiya
phantom multo
pharaoh paro
Pharisee Pariseo
Pharisees Pariseo
pharmaceutical gamot
pharmaceuticals gamot
pharmacist parmasiyotiko
pharmacy parmasya
pharynx lalaugan
phase bahagi
phases phase
phasing Ihihinto
pheasant benggala
phenol penol
phenomena pangyayari
phenomenon kababalaghan
phial pyal
philanthropic mapagkawanggawa
philanthropist pilantropo
philanthropy pagkakawanggawa
philharmonic pilharmonya
Philippi Filipos
Philippians Filipos
Philippine Pilipino
Philippines Pilipinas
philistine pilistino
philological pilolohiko
philosopher pilosopo
philosophic pilosopiko
philosophical pilosopiko
philosophies pilosopiya
philosophize mamilosopo
philosophy pilosopya
phiz piz
phlegm plema
phlegmatic matamlay
phlogiston plogiston
phlox ploks
phobia takot
Phoebe Pibi
Phoebus Pibus
Phoenicia Fenicia
Phoenician Poeniko
phoenix piniks
phone telepono
phoned tinawagan
phoneme ponema
phonemic malaponema
phonetic ponetika
phonetically Kino
phonetics palaunigan
phoning pagtawag
phonograph grapopono
phony pagkahuwad
phosphate pospeyt
phosphor pospor
phosphorescent posporesent
phosphoric posporiko
phosphorous posporus
phosphorus posporus
photo litrato
photochemistry potokimika
photocopiers photocopier
photocopy kopya
photographer litratista
photographers Potograpo
photographs litrato
photolysis potolisis
photometric potometrik
photometry potometrya
photon poton
photoplay potopley
photosensitive potosensitibo
photosphere potospir
photostat potostat
photosynthesis potosintesis
phrase parirala
phraseology prasiyolohiya
phrases parirala
phrasing pagbigkas
phrenological prenolohiko
Phrygian Pridyan
phylactery pilakteri
phylum paylum
physic panggagamot
physician manggagamot
physicians manggagamot
physicist pisisista
physics pisika
physiognomist pisyonomista
physiology pisyolohiya
pi pay
pianist pyanista
pianoforte pyano
pianola pyanola
piazza plasa
pica payka
picaresque sanggano
piccolo pikolo
pick pumili
pickaxe pikuhin
picked pinili
picker tagapitas
pickerel pikerel
picket urang
picking pagpili
pickle atsara
pickled adobo
pickles atsara
pickpocket mandurukot
picks pinili
pickup pulutin
picnic piknik
picnics picnic
picture larawan
pictured nakalarawan
picturesque mapaglarawan
piebald hubero
piece piraso
pieces piraso
pier pantalan
pierce tumagos
piercer tagatuhog
piercing paglagos
Pierrette Pyerey
Pierrot Pyero
pies pie
pig baboy
pigeon kalapati
pigeons kalapati
piggery babuyan
pigments kulay
pigmy unano
pigs Baboy
pigsty ulbo
pigtail tirintas
pike sibat
pikestaff paykstap
Pilate Pilato
pile tumpok
piled nakasalansan
piles tambak
pilfering iti
pilgrimage peregrinasyon
pilgrims Pilgrim
piling pagtatambak
pill tableta
pillage panloloob
pillar poste
pillars haligi
pillion angkasan
pillory hamakin
pillow unan
pillowcase punda
pills tabletas
pilot piloto
piloting pagpipiloto
pimp bugaw
pimping pabugaw
pimple tagihawat
pimpled matagihawat
pimply matagihawat
pin aspile
pincers sipit
pinch kurutin
pinched masyadong
pincushion tusukan
pineal pineyal
pineapple pinya
pineapples pinya
pings ping
pinion pakpak
pinioned nakagapos
pinked natuhog
pinking pagtuhog
pinky nakakatusok
pinnacle summit
pinpoint tuldok
pinpoints tinuturo
pint pinta
pioneer tagapanguna
pioneered Pinangunahan
pioneering pangunguna
pioneers pioneer
pip tuldukan
pipe tubo
pipeline tubo
piper magpipipa
pipes pipa
pippin pipin
piquancy anghang
piquant mahanghang
piquet pikey
pirated piratang
pirates pirata
piscina paysina
pistol pistola
pit hukay
pitch itayo
pitched humantong
pitcher pitsel
pitchfork tuhugin
pitching pagtatayo
pitchy madikit
piteous nakahahabag
pitfall patibong
pitfalls patibong
pith ubod
pithy agresibo
pitiful nahahabag
pituitary pitiyuwitari
pity awa
pityingly nahahabag
Pius Pio
pivot ikutan
pivotal pibotal
pizzas pizza
pizzicato pitsikato
placable mapagpaumanhin
place lugar
placed inilagay
placements placement
placenta inunan
places lugar
placid payapa
placidity katahimikan
placing patong
plafond plapond
plage plads
plagiarised plagiarized
plagiarism plahiyo
plagiarist manunulad
plague salot
plagues salot
plaice pleys
plain kapatagan
plainly malinaw
plainness pagkasimple
plains kapatagan
plaint karaingan
plaintiff nagsasakdal
plaintive malungkot
plait magtirintas
plan plano
plane eroplano
planes eroplano
planet planeta
planetarium planetaryum
planetary pamplaneta
plangent umaalingawngaw
planned binalak
planner tagaplano
planners Planner
planning pagpaplano
plans plano
plant halaman
plantation plantasyon
plantations plantasyon
planted nakatanim
planter magtatanim
planting pagtatanim
plants halaman
plaque plaka
plasm pinakatubig
plastered nakapalitada
plastic plastik
plastics plastik
plate plato
plateau talampas
plateaus talampas
plated tubog
platforms platform
plating kalupkop
platonic mababaw
platoon pulutong
platter pinggan
platypus platipus
plausibility pagkatotoo
plausible mapaniniwalaan
play maglaro
playboy palikero
played nilalaro
player manlalaro
playful mapaglaro
playground palaruan
playgrounds palaruan
playing naglalaro
playmate kalaro
playmates kalaro
plays gumaganap
plaza liwasan
ple bawa
plead makiusap
pleaded nakiusap
pleader tagapagsumamo
pleading pagsusumamo
pleads nagsusumamo
pleasantry pakikitungo
please pakiusap
pleased nalulugod
pleases kagustuhan
pleaseth nakalulugod
pleasing nakalulugod
pleasure kasiyahan
pleasures kalayawan
pleat pileges
plebiscite plebisito
plectrum puwa
pledge isangla
pledged nangako
plenary panlahatan
plenitude kasaganaan
plentiful masagana
plenty marami
plethora kalabisan
pleura pliyura
pliable malambot
pliancy kalambutan
pliant mapagbigay
pliers plays
plight kalagayan
Pliocene Playosin
plod magtiyaga
plodding pakaladkad
plop magsapakatan
plosive plowsib
plotter tagabalangkas
ploughed plowed
ploughmen mangaararo
ploughshares plowshares
ploy plano
plugged nakasaksak
plumage plumahe
plumb tuwid
plumber tubero
plumbers tubero
plumbing pagtutubero
plummy palmi
plump mabilog
plumy mabalahibo
plunder pandarambong
plundered nasamsam
plundering dambong
plunge ulos
plunged bumulusok
plunging pabulusok
plural maramihan
pluralism pluralismo
plurality mayorya
plurals pangmarami
plus dagdagan
plush pelus
plushy marangya
plutonium plutoniyum
ply sapin
Plymouth Plimawt
plywood playwud
pneumatic niyumatik
pneumatics niyumatika
pneumonia pulmonya
poach magsuam
poached isinuam
poacher mandarambong
pock pilat
pocket bulsa
pocketbook pitaka
pockets bulsa
pockmarked peklatin
podgy padyi
podium plataporma
poem tula
poems tula
Poesy Tula
poet makata
poets makata
poignancy pagkasidhi
poignant mahanghang
poignantly matindi
point punto
pointed matulis
pointedly patulis
pointer vanturo
pointers giya
pointing pagturo
points puntos
poison lason
poisoned pagkalason
poisoner manlalason
poisoning pagkalason
poisons lason
poky masundutin
polarisation polariseysyon
polarise polarize
polarised polarized
polarising polarizing
polarization polariseysyon
pole poste
polecat polkat
polemic pagtatalo
polemics argumentasyon
poles pole
police pulis
policeman alat
policemen pulis
polices polisiya
policies patakaran
policy patakaran
polio poliyo
poliomyelitis poliyomelitis
polished makintab
polishing buli
polite magalang
politely magalang
politic pulitiko
political pampulitika
politically pamulitka
politician politiko
politicians pulitiko
politicisation politicization
politicised politicized
politicising politicizing
politics pulitika
poll presinto
pollard polard
pollination polinasyon
polling pagboto
polls presinto
pollute marungisan
polluted maruming
pollution karumihan
pollutions pagkahawa
polonaise poloneys
polychromatic polikromatik
polychrome polikrom
polygamy poligamya
polygon poligon
polygonal binalimbing
polygons polygon
polygyny polidyini
polymer polimer
polymorphous polimorpus
Polynesian Polinesyan
polynomial polinomyal
polyp polip
polyphonic polyponik
polyphony poliponi
polystyrene polisterin
polysyllabic polisilabik
polytechnic politeknik
pomade pumada
pomegranate granada
pomegranates granada
Pomeranian Pomereyniyan
pomp karangyaan
pompadour pompadur
pomposity hangin
pompous magarbo
ponce pons
pond lawa
pondering pagninilay
ponderous napakabigat
ponders nagbubulay
pone pown
poniard daga
pontiff obispo
Pontius Pontio
ponytail nakapusod
pooch aso
poodles poodle
pooh puwe
pool lawa
pooled pinagsamang
poop tae
poor maralita
poorest pinakamahihirap
poorhouse kahirapan
poorly mahina
poorness kasalatan
popcorn papkorn
pope papa
popery poperi
popes papa
popinjay parot
poppa tatay
popped binusa
poppet papet
popping pop
poppy amapola
poppycock kalokohan
popularise magpabantog
popularised popularized
popularising popularizing
popularity katanyagan
popularly sikat
populate tirhan
population populasyon
populations populasyon
populist papyulista
populous matao
porcelain porselana
porch balkonahe
porcupine porkyupayn
pork baboy
porky mataba
porphyry porpiri
porpoise porpoys
porridge sinigang
portal lagusan
portals portal
portcullis portkulis
portend magbabala
portent palatandaan
portents kababalaghan
porterage pagpoportero
portfolios portfolio
porthole bapor
portico portiko
portion bahagi
portions bahagi
portrait larawan
portraitist tagadibuho
portraits portrait
portraiture pagdidibuho
portrayal pagsasalarawan
portrays Inilalarawan
portress portres
Portsmouth Portsmawt
Portuguese Portuges
pose magpose
posed ibinabanta
poseur posiyur
posh marangya
posing pagpapanggap
posit ipagpalagay
position posisyon
positional posisyonal
positioned nakaposisyon
positive positibo
positively positibo
positives positibo
positivism positibismo
posse grupo
possess angkinin
possesses nagtataglay
possessing pagkakaroon
possessor naghahawak
possessory pagkamaytaglay
posset poset
possibility posibilidad
possible posible
possibly marahil
possum posum
postal koreo
postcard postkard
postcards postkard
posterior puwit
posterity inapo
posters poster
postgraduate postgradweyt
postilion postilyon
postpone ipagpaliban
postponed ipinagpaliban
postponement pagpapaliban
postponing pagpapaliban
posts post
postscript habol
pot palayok
potable naiinom
potassium potasa
potato patatas
potatoes patatas
potency lakas
potent makapangyarihan
potentials potensyal
potentiometer potensyomiter
pother kaguluhan
potion gayuma
pots kaldero
pottage bulanglang
potted nakapaso
potty poti
pouch supot
poult polt
poulterer polterer
poultry manok
pounce sumagpang
poundage timbang
pounding bayuhan
pour ibuhos
poured ibinuhos
pouring pagbuhos
pours ibinubuhos
pout sumimangot
pouting labian
poverty kahirapan
powder pulbos
powders pulbos
powdery pulbos
power kapangyarihan
powerful malakas
powers kapangyarihan
Pr Kaw
practicability maisasagawa
practicable magagawa
practical praktikal
practically halos
practice pagsasanay
practiced ensayado
practices gawi
practicing pagsasanay
practise pagsasanay
